movieNm,salesAcc,audiAcc,scrnCnt,showCnt,hasOriginal
일본인디필름 페스티벌 리턴즈,193260000,28397,4,92,0
화려한 휴가,44038118600,6845718,3062,96028,0
라따뚜이,5529443400,893935,723,15689,0
에반 올마이티,1412890600,224376,397,7199,0
므이,1048372000,162775,327,7159,0
꽃미남 연쇄 테러 사건,383548000,63507,107,1771,0
디워,49333551700,7854274,2551,94003,0
기담,3296043500,514336,383,11161,0
1408,1584210500,243855,298,6588,1
판타스틱 4: 실버 서퍼의 위협,3594608000,562532,591,16155,1
리턴,4101320000,615406,656,14280,0
서핑 업,1484756500,249646,360,6498,0
만남의 광장,7543033500,1168111,721,24622,0
지금 사랑하는 사람과 살고 있습니까?,6945152500,1033725,975,25391,0
스타더스트,5429288500,836121,636,16836,1
조디악,772478500,117103,109,2663,1
미스터 빈의 홀리데이,622614500,98447,136,2676,0
사랑방 선수와 어머니,3062043500,473811,524,16093,0
두 사람이다,1047286500,155191,190,5896,0
"심슨가족, 더무비",858693500,138522,167,4058,0
죽어도 해피엔딩,737582000,111817,177,4832,0
디스터비아,3729671000,566646,477,14880,0
내 생애 최악의 남자,2872758500,437260,716,17916,0
사랑의 레시피,2388211500,358992,351,10019,0
라파예트,538943500,81875,134,2677,0
마이 파더,5330582500,834630,1096,29262,0
데쓰 프루프,437223000,64136,130,2928,0
브라보 마이 라이프,373710500,57754,197,4258,0
본 얼티메이텀,13016759500,1962124,1426,45828,1
권순분여사 납치사건,9414715500,1450374,1418,41371,0
두 얼굴의 여친,4455736500,680245,1001,26356,0
즐거운 인생,7651723000,1167110,1363,36588,0
어머니는 죽지 않는다,635248000,115096,202,2504,0
사랑,13319761000,1999172,1568,52706,1
상사부일체,5670784000,862296,899,26111,0
인베이젼,3636737500,541117,593,19444,1
원스,1765644200,255422,158,2087,0
행복,7641761500,1159548,1137,33667,0
러시 아워 3,4874793000,768347,907,31060,0
내니 다이어리,3011123500,460823,598,18365,0
아드레날린24,461395000,67889,124,4316,0
비커밍 제인,1175113000,182486,390,9787,0
카핑 베토벤,1682335500,263490,470,10956,0
브레이브 원,618229000,92896,136,3179,0
거침없이 쏴라! 슛뎀업 ,445109500,66333,149,4225,0
바르게 살자,13907952500,2129700,1731,55142,0
궁녀,8909987000,1339066,1271,39440,0
레지던트 이블 3 - 인류의 멸망,3443821500,512382,687,22081,1
어깨 너머의 연인,1937727500,289715,617,16575,0
엠,2611169500,403405,707,17399,1
오다기리 죠의 도쿄타워,200129000,30453,62,1204,0
펀치레이디,173409500,26397,202,3544,0
식객,18942548500,2958348,2187,66664,1
히어로,1453111500,225231,445,11038,0
킹덤,1622711000,242146,468,11691,0
블랙 달리아,801360500,119008,362,8546,0
"색, 계",12014593000,1830854,1381,36682,1
더 버터플라이,1127135000,177523,414,10774,0
로스트 라이온즈,959546500,144567,322,8607,0
세븐 데이즈,13534396000,2020299,1644,46404,1
베오울프,6485738500,922702,847,25686,0
스카우트,1751541000,268374,599,16048,0
마을금고 연쇄습격사건,689003000,109300,392,9284,0
쏘우 4,1708888500,252697,427,13202,0
골든 에이지,750385000,117908,186,4906,0
라 비 앙 로즈,397133000,60368,154,3697,0
어거스트 러쉬,13427962000,2091486,1282,36908,0
우리 동네,2460823500,364474,677,17132,0
열한번째 엄마,2063715500,336652,645,16093,0
히트맨,1031842000,153795,307,9093,1
마이클 클레이튼,767405000,121503,275,5997,0
헤어스프레이,1923845500,298881,398,10052,0
데스 센텐스 ,403916000,59123,114,2835,0
나는 전설이다,15954909500,2440370,1321,41805,1
색즉시공 시즌2,13368560500,1987818,1450,39697,0
싸움,2076960000,323611,639,14208,0
황금 나침반,17891414000,2813233,1543,49160,1
내셔널 트레져:비밀의 책,11166194500,1715779,1188,32049,0
내 사랑,1898116925,253540,1413,28175,0
용의주도 미스신,3326829500,516364,447,12414,0
앨빈과 슈퍼밴드,2831572000,465056,422,9448,0
마고리엄의 장난감 백화점,2776411500,451248,235,8656,0
아메리칸 갱스터,2407447500,353587,465,8808,0
꿀벌대소동,6802893500,1141085,931,23389,0
기다리다 미쳐,2774891500,427096,469,16240,0
P.S. 아이 러브 유,2015530500,298190,385,10616,0
우리 생애 최고의 순간,25765937500,3959087,2196,67076,0
무방비도시,10407574000,1573143,1198,37070,0
미스트,3298906500,504651,594,15655,1
마법에 걸린 사랑,2666437500,415114,700,15632,0
스위니 토드 : 어느 잔혹한 이발사 이야기,4645352500,682451,716,19774,0
뜨거운 것이 좋아,3372731500,514118,503,16390,0
에이리언 VS 프레데터2 ,1756026000,271897,310,11036,1
어린 왕자,290689000,46845,181,3855,0
써티 데이즈 오브 나이트,569630000,84464,116,2132,1
클로버필드,3468631000,521117,516,16164,1
엘라의 모험 : 해피엔딩의 위기,1729764500,298442,520,9919,0
더 게임,9738217001,1468896,1126,30855,0
원스어폰어타임,9946539500,1514098,1139,35265,0
슈퍼맨이었던 사나이,3437263000,518670,715,18303,0
명장,2356164000,351204,455,10454,0
라듸오 데이즈,1314471000,198176,494,10073,0
6년째 연애중,7272527500,1089093,845,25667,0
마지막 선물,1719187500,261834,508,12417,0
찰리윌슨의 전쟁,968139000,145042,149,4216,0
점퍼,10841404000,1649984,1222,41151,1
추격자,33899183000,5033022,3518,105500,0
스파이더위크가의 비밀,4002091000,654544,670,18480,0
오퍼나지 - 비밀의 계단,1009249000,155235,325,8156,0
"대한이, 민국씨",1104797000,188161,469,9408,0
데스노트 L: 새로운 시작,2052451500,336596,467,11761,1
어톤먼트,1221056500,182913,261,6277,1
밴티지 포인트,6653720000,1003809,1134,35030,0
바보,6172874500,946225,945,30711,1
람보 4 : 라스트 블러드,653532500,100987,379,8605,0
사랑보다 황금,286239500,42852,131,2649,0
마이 뉴 파트너,1652912500,252841,638,14763,0
27번의 결혼리허설,1420904000,212167,435,10830,0
마이 블루베리 나이츠,892086500,137054,305,7413,0
집결호,450298000,69120,318,5987,0
"10,000 BC",7374097000,1123077,1260,37164,0
스텝업 2 : 더 스트리트,6616005500,1004774,1031,33665,0
허밍,570324500,89729,335,7669,0
숙명,5540066000,825419,919,26061,0
천일의 스캔들,4194542000,629525,519,16371,1
워터호스,444437000,74373,83,2014,0
어웨이크,2724820000,414661,406,14525,0
댄 인 러브,1031950500,157341,342,8830,0
데스 디파잉:어느 마술사의 사랑,561355500,84100,221,5468,0
GP 506,6228482000,923551,1180,33785,0
삼국지:용의 부활,6545218000,1007468,1134,38085,0
도레미파솔라시도,1002911000,166389,334,8061,0
테이큰,15896718000,2345425,1817,60099,0
연의 황후,1129930000,173101,446,13870,0
나의 특별한 사랑이야기,1114418000,171423,410,9967,0
버킷 리스트:죽기전에 꼭 하고싶은것들,1617384500,243186,238,7740,0
내가 숨쉬는 공기,485614000,70757,181,5164,0
스트리트 킹,1760078000,269296,649,16722,0
킬위드미,1297889500,191104,414,13081,0
패솔로지,504489000,78903,273,7010,0
포비든 킹덤: 전설의 마스터를 찾아서,7811445000,1202217,1294,35927,0
아이언맨,27751856500,4283736,2672,77240,1
비스티 보이즈,4763793500,715052,910,21651,0
호튼,3784827000,632360,1062,18529,0
가루지기,1620168000,245854,605,14946,0
명탐정 코난:베이커가의 망령,677959500,116618,105,2042,0
스피드 레이서,5159641500,790013,1088,24871,0
프라이스리스,792977500,118113,194,5139,0
서울이 보이냐,168772500,27268,125,2501,0
나니아 연대기:캐스피언 왕자 ,9220932500,1466358,2047,42677,1
페넬로피,1372808000,211107,436,10419,0
인디아나 존스 4 : 크리스탈 해골의 왕국,26593345500,4096532,2633,73881,0
겟 썸,733855500,111372,327,7581,0
날나리 종부전,107263500,17317,162,2160,0
라스베가스에서만 생길 수 있는 일,4581258000,690922,889,21395,0
88분,1763915500,266714,392,10357,0
바디,695094000,106714,315,6886,0
위 오운 더 나잇,293841500,43638,133,2658,0
쿵푸 팬더,29932023500,4643517,2837,78614,0
섹스 앤 더 시티,7096946100,1061774,1255,24556,0
걸스카우트,1405068000,218832,515,11738,0
디 아이,406679500,63221,108,2461,0
인크레더블 헐크,6441101000,989946,1264,27841,1
해프닝,2272533000,331961,487,13521,0
흑심모녀,268416000,40637,178,3901,0
도화선,141393000,21078,136,2775,0
강철중: 공공의 적 1-1,28622168100,4310577,2882,74030,0
겟 스마트,1095162000,166837,369,8136,0
21,693085100,102690,125,2689,1
둠스데이:지구 최후의 날,589366500,88761,403,7604,1
원티드,19142677000,2843022,1866,54267,1
크로싱,5420202500,853679,1071,26376,0
무림여대생,117531000,18363,161,2843,0
핸콕,17723865000,2703773,1861,59176,0
노크:낯선 자들의 방문,1399352500,222305,346,9015,0
크로우즈 제로,94164500,14629,152,2166,1
돼지코 아기공룡 임피의 모험,161768500,28251,98,873,0
적벽대전:거대한 전쟁의 시작,10132399000,1561114,1417,32222,0
알이씨,329270500,48072,97,2387,0
잘못된 만남,225708000,34559,143,2681,0
"좋은 놈, 나쁜 놈, 이상한 놈 ",43691333500,6676127,3615,92664,0
님스 아일랜드,4269054000,694076,926,21398,0
스페이스 침스:우주선을 찾아서,1463524500,250644,506,7590,0
극장판 도라에몽:진구의 마계대모험 7인의 마법사,1801094500,298903,321,5220,0
님은 먼 곳에,10688878000,1627023,1314,33556,0
100 피트,344154500,51955,133,2236,0
미이라 3:황제의 무덤,25637211000,3998989,1878,56710,0
눈에는 눈 이에는 이,13317611500,2034395,1671,45731,0
다크 나이트,27569946800,4148762,2447,64404,0
고死 : 피의 중간고사,10270120500,1629264,1231,41725,0
월ㆍE,8124336000,1300033,1412,31745,0
케로로 더 무비:케로로 VS 케로로 천공대결전,774068500,133863,124,2795,0
다찌마와리,4010224000,610625,809,21520,0
아기와 나,2176936500,355599,424,10606,0
엑스파일:나는 믿고싶다,1115951500,168667,238,6235,0
CJ7:장강7호,1814034500,290119,482,14568,0
미드나잇 미트 트레인,1949389500,287902,585,13315,1
신기전,24226194500,3710813,3177,76667,0
맘마미아!,29355901250,4504697,3768,109703,1
지구,1214082500,193869,512,7958,1
스타워즈 : 클론 전쟁,489543500,78730,407,6613,0
영화는 영화다,8843432000,1292227,1299,35933,0
울학교 이티,4085311000,639965,850,20447,0
20세기 소년,1107556500,177172,423,7515,1
방콕 데인저러스,1259052500,191598,365,8197,0
꽃보다 남자,977421500,159394,399,7231,0
미러,1281076500,186098,407,9811,0
황시,791985000,127098,416,8673,0
트럭,3588018500,528127,738,20862,0
헬보이 2 : 골든 아미,2309756500,356182,563,13553,1
멋진 하루,2187923000,326969,596,13704,0
동키호테,186031000,31975,70,827,0
모던보이,4885716500,745167,1037,26584,0
고고 70,3761278500,578134,982,24774,0
바빌론 A.D.,1423206000,217845,323,9867,0
더 클럽,319713000,46316,137,2590,0
이글 아이,14720425000,2267279,1827,56537,1
비몽,343856000,50816,101,2671,0
내 친구의 사생활,289090500,43216,131,2723,0
미쓰 홍당무,3402959000,507782,813,22726,0
공작부인:세기의 스캔들,1336648000,209199,381,10593,0
데스 레이스,907491000,136028,303,7792,0
하우 투 루즈 프렌즈,606364000,95686,394,7288,0
사과,218845500,32957,112,2184,0
아내가 결혼했다,11952014000,1782210,1947,55856,0
바디 오브 라이즈,3788485500,581523,895,22428,0
화피,905368500,136615,342,8507,0
그 남자의 책 198쪽,371139000,58243,221,4814,0
뱅크 잡,3483255500,537318,817,21631,0
굿'바이,684808000,110504,333,6221,0
플라이 미 투 더 문,930588500,143596,451,6074,1
너를 잊지 않을 거야,193078500,31668,151,2402,0
007 퀀텀 오브 솔러스,14375398000,2202888,2298,70303,1
소년은 울지 않는다,571089500,89511,396,8615,0
서양 골동 양과자점 앤티크,7339240000,1167865,1609,40566,1
미인도,15630907000,2337993,2223,69059,0
눈먼자들의 도시,4352951500,644648,855,22593,0
맥스 페인,1615541500,255543,437,11373,1
커넥트,1136996000,187430,607,11837,0
렛 미 인,1069619000,154006,481,10199,1
순정만화,4596175000,717666,972,24941,1
과속스캔들,53654446900,8199215,4251,139167,0
1724 기방난동사건,1820510000,276079,667,17121,0
쏘우 V,993877000,143343,301,9098,0
트와일라잇,8617902000,1329584,1202,29132,1
오스트레일리아,6328475500,976637,1377,23847,0
트로픽 썬더 ,462314500,66685,205,4778,0
잃어버린 세계를 찾아서,9209056000,1421660,1344,38407,1
벼랑 위의 포뇨,9419456500,1500980,1524,36469,0
예스맨,9247806000,1388888,1329,32618,0
달콤한 거짓말,3083903500,465342,922,18751,0
쌍화점,24747777900,3645900,2242,67659,0
지구가 멈추는 날,10303125500,1562647,1184,34635,0
로맨틱 아일랜드,856790500,128175,210,5616,0
니코,776736500,125935,169,3090,0
볼트,4784466500,723754,880,21306,0
마다가스카 2,7301895500,1188793,1345,31836,0
트랜스포터-라스트 미션,5888633000,885564,792,25651,0
디파이언스,1343024000,200862,323,7219,0
탑 블레이드 더 무비,137521500,23069,116,1705,0
적벽대전 2 : 최후의 결전,17399831000,2634150,1551,41840,0
작전명 발키리,11806625000,1773451,1309,35660,0
유감스러운 도시,9900889500,1472418,1063,30138,0
체인질링,3006926500,437465,505,9831,0
베드타임 스토리,1230167000,193165,425,7010,0
잉크하트 : 어둠의 부활,3193164000,499719,479,14732,1
알파독,476980500,74242,162,2758,0
마린보이,5424978000,815287,935,24759,0
워낭소리,18652091400,2845330,1690,58937,0
세븐 파운즈,1441791500,219646,369,8883,0
키친,578277000,86171,179,3642,0
벤자민 버튼의 시간은 거꾸로 간다,10927096500,1662342,1322,33646,1
작전,9635679000,1445923,1591,44042,0
그는 당신에게 반하지 않았다,6285090500,921911,1244,26488,0
작은 영웅 데스페로,2300696000,399885,515,9466,0
핸드폰,4027286000,593156,950,21775,0
문프린세스 : 문에이커의 비밀,2040093500,330647,504,13089,0
말리와 나,1199580000,178653,410,8597,0
인터내셔널,1469074500,219538,382,10185,0
언데드,1283103500,192428,329,9203,0
왓치맨,4031432500,585264,929,19555,0
더 레슬러,280749500,40581,145,3175,0
킬러들의 도시,229789500,32652,85,2048,0
슬픔보다 더 슬픈 이야기,4417490500,668373,955,29244,0
드래곤볼 에볼루션,2447302500,384927,537,16856,0
뉴욕은 언제나 사랑 중,1541864000,225322,424,11900,0
13일의 금요일,1391683500,196888,263,7941,0
푸시,4511865500,680177,743,24274,0
슬럼독 밀리어네어,7282489000,1096761,1109,31970,0
실종,4208192500,615407,962,29528,0
그랜 토리노,707753000,104810,212,5329,0
더 리더: 책 읽어주는 남자,2638937500,404280,675,18453,0
쇼퍼홀릭,2007051500,296264,515,13873,1
카오스,1230861000,185602,353,10087,0
기프트,940305000,139717,372,9736,0
그림자 살인,12442033500,1859624,1631,52226,0
분노의 질주: 더 오리지널,4463904175,665113,1070,30525,1
신부들의 전쟁,427830500,64742,207,5217,0
우리 집에 왜 왔니,1255329500,193375,428,11314,0
용의자 X의 헌신,391709000,57970,142,3124,1
미쓰 루시힐,364764500,52935,138,3622,0
안나와 알렉스 : 두자매 이야기,232063000,34149,96,2649,0
노잉,6830413500,1039276,1238,30402,0
13구역: 얼티메이텀,3267994675,489043,716,21374,0
엽문,664861500,100336,334,8160,0
내 남자의 아내도 좋아,244467500,35707,132,3112,0
7급 공무원,26174181000,4002500,2979,89522,0
더블 스파이,207779500,31071,123,2528,0
몬스터 vs 에이리언,4500001000,654702,1091,17875,0
똥파리,498978500,72545,75,1597,0
제독의 연인,199646000,29791,81,1732,0
박쥐,14797212500,2199378,2032,44867,0
엑스맨 탄생: 울버린,8392519500,1278245,1380,33450,1
인사동 스캔들,7576340000,1139972,1273,32545,0
케로로 더 무비: 드래곤 워리어,1166410500,195201,341,4477,0
스테이트 오브 플레이,920577500,138552,417,6566,0
스타 트렉: 더 비기닝,7206493000,1079349,1411,31683,0
리틀 비버,692589000,114867,168,2254,0
천사와 악마,12431921000,1890280,1943,46536,1
김씨표류기,4648134000,708270,1021,24902,0
옹박: 더 레전드,146994000,22693,172,2638,0
할로윈:살인마의 탄생,138665500,19803,116,1618,0
터미네이터 : 미래전쟁의 시작,29605280000,4486707,3071,92441,0
코렐라인: 비밀의 문,1370991500,207978,658,7898,1
잘 알지도 못하면서,164725000,23673,30,607,0
마더,19936796500,2973710,2796,70970,1
에코,286783500,44351,265,3973,0
박물관이 살아있다 2,12389119000,1970693,2105,53314,0
거북이 달린다,20573500000,3017903,2309,69327,0
펠햄 123,2319576500,346515,729,17188,0
드래그 미 투 헬,1822937500,269772,760,14663,0
블러드,668725500,98948,449,9492,1
임피 원더랜드 가다,121535500,19899,64,662,0
여고괴담 5,4069280000,627429,1149,30342,0
블룸 형제 사기단,464506500,69228,284,5189,0
신주쿠 사건,197672000,29420,104,2272,0
트랜스포머: 패자의 역습,50654972500,7387680,4495,114826,0
링스 어드벤처,760779000,124639,423,5396,1
킹콩을 들다,8750996500,1245275,1611,41880,0
언노운 우먼,92992000,12257,20,316,1
오감도,2839911500,388416,850,15080,0
주온-원혼의 부활,2090844000,301878,427,9097,0
아더와 미니모이-제1탄비밀원정대의출정,773240500,119921,422,5786,0
해리 포터와 혼혈 왕자,20164431500,2942578,2082,47023,1
차우,12280120000,1740738,1386,39303,0
극장판 도라에몽: 진구의 공룡대탐험,1344936500,206041,416,5701,0
해운대,80692196500,11276049,4799,152053,0
블러디 발렌타인,788996500,85037,230,4921,0
국가대표,57351291000,8002297,4670,128973,0
업,6998110500,957437,1075,21240,1
명탐정 코난 : 칠흑의 추적자,3860808000,599162,485,8445,0
메디엄,547205500,75242,310,5319,0
지.아이.조 : 전쟁의 서막,19374358000,2636648,1723,51589,0
10억,2922322500,407614,485,11260,0
아이스 에이지 3: 공룡시대,5823142000,824459,951,19483,0
퍼블릭 에너미,3062167000,415208,555,12403,0
불신지옥,1714843500,237044,457,9722,0
썸머 워즈,458217000,63717,100,1861,0
요가학원,1834717500,255609,491,13037,0
퍼펙트 겟어웨이,2267868500,305686,629,14546,0
오펀: 천사의 비밀,3185361500,416428,516,12299,0
소피의 연애 매뉴얼,595799000,80076,188,4336,0
블랙,6029926000,842865,1065,28163,1
코코 샤넬,1412353000,190183,457,11821,0
나의 로맨틱 가이드,333246500,44604,130,2601,0
프로포즈,2356663500,312205,492,12510,0
왼편 마지막 집,438758000,57496,156,3625,0
드림업,401045000,57401,205,4188,0
애자,13397583000,1857685,2106,63347,0
이태원 살인사건,3926185500,523620,698,24201,0
국가대표 완결판-못 다한 이야기,1751292500,235250,224,5606,0
하이 레인,526101500,68600,159,4886,0
마이 시스터즈 키퍼,799769500,110652,327,8664,0
9:나인,426062500,59289,186,3561,0
어글리 트루스,1991475000,258705,369,11418,0
S러버,479051500,61787,198,4935,0
내 사랑 내 곁에,15548697000,2130369,2234,64224,0
불꽃처럼 나비처럼,12275900500,1666735,2074,56558,0
페임,4353414000,590812,945,24789,0
써로게이트,5690900000,761828,620,22968,1
게이머,2231873000,290754,500,14015,0
파이널 데스티네이션 4,1949484500,246075,427,11063,0
나는 갈매기,539110500,89220,71,1532,0
짱구는 못말려 극장판:태풍을 부르는 노래하는 엉덩이 폭탄,633444500,90638,104,1708,0
정승필 실종사건,2074780000,287083,499,15115,0
호우시절,2094922000,281632,869,20622,0
디스트릭트 9,6337871500,830043,1116,32416,0
나는 비와 함께 간다,1522484500,199333,431,11995,0
부산,1079063500,144001,401,11013,0
굿모닝 프레지던트,18539787300,2550349,2626,69458,0
팬도럼,1095618500,143661,369,9631,0
뉴욕 아이 러브 유,540693500,69584,185,4586,0
시간 여행자의 아내,5320636000,715778,1044,31907,1
바스터즈: 거친 녀석들,2498898000,329712,818,15649,0
파주,863869000,115894,348,9469,0
마이클 잭슨의 디스 이즈 잇,923167000,122781,412,9393,0
집행자,2786217000,366886,790,21084,0
펜트하우스 코끼리,1028067500,135953,465,9322,0
내 눈에 콩깍지,313717500,42318,123,2786,0
킬 미,301586500,39091,168,3767,0
2012,38861212000,5386352,3808,88487,1
청담보살,9393585500,1274347,1395,40784,0
천국의 우편배달부,607218000,90592,186,3355,0
19-Nineteen,173832000,27274,64,1111,0
백야행,7025615000,936619,1287,29661,1
솔로이스트,822802000,112095,334,7171,0
홍길동의 후예,4234253500,607768,1243,24854,0
닌자 어쌔신,9959682000,1308155,1071,35218,0
크리스마스 캐롤,2586988000,339415,566,10485,1
뉴 문,13863085000,1932595,1919,46656,1
바람,638327500,87956,312,4437,1
시크릿,7929655000,1039443,1411,34124,1
에반게리온: 파,222237500,28152,34,791,0
모범시민,5872116000,799361,1073,24479,0
여배우들,3718739500,504881,807,18147,0
아바타,125152234000,13325055,6152,161813,0
걸프렌즈,555963000,75440,245,5018,0
전우치,43788319500,6022691,3160,98922,0
셜록 홈즈,15856274500,2159283,1583,42585,0
파르나서스 박사의 상상극장,3204738000,440828,608,14419,0
포켓 몬스터 DP: 아르세우스 초극의 시공으로,1982333500,298322,203,4524,0
나인,3495088000,459250,662,16527,1
앨빈과 슈퍼밴드2,3823014000,571799,722,13859,0
위대한 침묵,210707500,29532,6,113,0
용서는 없다,8568559500,1121003,1363,33137,0
더 로드,1198714500,162066,331,7424,0
극장판파워레인저 엔진포스VS 와일드스피릿,591672500,82859,120,1560,0
아스트로 보이-아톰의 귀환,2493892500,378150,940,14612,0
파라노말 액티비티,3182369500,434729,617,16728,0
아빠가 여자를 좋아해,809857000,112405,277,6416,0
웨딩드레스,537076000,76271,185,4200,0
주유소 습격사건 2,5300598500,718810,884,25976,0
500일의 썸머,1999303700,252720,485,8562,0
8인: 최후의 결사단,618196000,81603,158,3378,0
공주와 개구리,406805000,59047,80,1243,0
하모니,21565119500,3004402,2440,76790,0
식객2 : 김치전쟁,3079482000,431598,966,21982,1
꼬마 니콜라,1242305000,181922,319,7743,0
들어는 봤니? 모건 부부,818286500,106701,317,6852,0
의형제,40071406000,5405194,3700,116428,0
퍼시 잭슨과 번개 도둑,12896549000,1808612,1218,39001,1
공자 춘추전국시대,2614018000,348892,470,12670,0
하늘에서 음식이 내린다면,5341223000,644345,1009,15899,0
울프맨,1960016000,251642,514,12097,0
발렌타인 데이,1224580500,157673,395,7564,0
원피스 극장판: 스트롱 월드,705164000,103832,146,2622,0
평행이론,6660151500,902616,1003,29837,0
러블리 본즈,1489323500,200577,413,9489,1
포스 카인드,1463617000,196456,369,9999,0
클로이,538370500,69903,183,4488,0
하치 이야기,653373000,89724,156,3236,0
이상한 나라의 앨리스,20247259500,2136647,1909,57365,1
디어 존,1331895500,177173,502,13084,0
프롬 파리 위드 러브,2604245500,342143,572,17734,0
사랑은 너무 복잡해,1560958500,209137,510,10637,0
대병소장,491030500,66671,157,4016,0
우리가 꿈꾸는 기적: 인빅터스,688359500,92468,113,2807,0
셔터 아일랜드,7232534000,966508,972,26532,1
육혈포 강도단,8501692000,1185505,1682,50460,0
무법자,1124238000,146832,374,10684,0
데이브레이커스,976296000,128076,375,9936,0
그린 존,4423567000,591482,1028,26877,0
비밀애,1106872000,149135,517,12839,1
솔로몬 케인,905215000,120055,374,9496,1
타이탄,21784941500,2640689,2857,87482,0
폭풍전야,370461500,49278,260,5824,0
아마존의 눈물,380640500,52856,47,1405,0
반가운 살인자,4226601000,580700,991,28918,0
크레이지,1016553500,132214,387,10614,1
프로포즈 데이,743768000,97938,292,7526,0
집 나온 남자들,124414000,16979,133,2609,0
베스트셀러,7958284000,1077983,1537,40615,0
일라이,1499951500,200525,494,13280,0
블라인드 사이드,2524247500,343085,549,12243,0
바운티 헌터,422419500,55270,245,5867,0
친정엄마,3221875500,454746,1020,23952,0
허트 로커,1183417500,157936,326,7902,0
킥 애스: 영웅의 탄생,1099390000,144398,437,9812,1
아이언맨 2,32461128500,4401291,3232,86188,1
구르믈 버서난 달처럼,10059109000,1349616,1707,46907,1
대한민국 1%,2192720500,429967,932,19779,0
케로로 더 무비 5: 기적의 사차원섬,720694000,104626,106,2301,0
드래곤 길들이기,26705349500,2532130,2279,56020,0
브라더스,496703500,67035,267,5975,0
하녀,16782850000,2230417,1835,55220,0
로빈 후드,11460511500,1556550,1744,40092,0
시,1342563950,187643,616,10168,1
내 깡패 같은 애인,4976550500,680956,982,24941,0
나이트메어,1003063000,129623,303,7702,0
페르시아의 왕자: 시간의 모래,14297086500,1944979,1837,49320,1
꿈은 이루어진다,689000000,97231,439,8266,0
방자전,22418945000,2974675,2498,66970,0
엣지 오브 다크니스,1362345000,185853,443,12563,0
유령작가,1230264000,166642,361,9016,1
A-특공대,5658966000,759295,1112,25701,0
베스트 키드,2009325000,283994,719,13036,0
섹스 앤 더 시티 2,2960695000,390188,782,14034,0
포화속으로,23698033100,3307797,3091,78764,0
스트리트댄스,1348427500,120630,422,9305,0
엽문2,314436500,41416,140,3790,0
토마스와 친구들 - 극장판 2,66889500,9330,93,834,0
나잇&데이,16694191100,2231896,1915,53844,0
맨발의 꿈,2339436000,326764,998,17479,0
여대생 기숙사,316771000,41189,143,3112,0
슈렉 포에버,22455988100,2186419,2006,50600,0
파괴된 사나이,7672379600,1008614,1258,31763,0
스플라이스,1254635500,161546,374,7260,0
필립모리스,429335700,55572,114,2702,0
이클립스,14586815500,2018950,1490,43113,1
킬러 인사이드 미,377721500,49666,238,5006,0
아더와 미니모이 2 : 셀레니아 공주 구출 작전,220809500,33665,111,1927,0
이끼,25324162500,3335138,2686,57129,1
인셉션,43238265000,5806059,3019,80311,0
마법사의 제자,3679092000,516175,584,16814,0
마음이2,4279150000,641178,754,18316,0
명탐정 코난: 천공의 난파선,3742307000,577853,607,10721,0
솔트,21151359500,2841502,1765,51444,0
고死 두 번째 이야기: 교생실습,5443843000,802936,598,20066,0
오션스,4274885000,620710,625,13773,0
극장판 도라에몽: 진구의 인어대해전,773705500,115594,140,2455,0
아저씨,46961935000,6159200,3775,108268,0
토이 스토리 3,13907461800,1414698,1320,27021,0
스텝 업 3D,6789193000,623246,690,13485,0
악마를 보았다,13813901500,1802665,1861,40991,0
내니맥피 2: 유모와마법소동,1271414500,193306,324,7085,0
오션월드 3D,878766900,83407,103,1586,0
라스트 에어벤더,13469817000,1330691,1019,28438,0
익스펜더블,2796298000,366671,511,13465,0
폐가,1497467000,212872,309,7523,0
피라냐,5587760000,498723,857,21468,0
프레데터스,1894627000,263014,444,11798,0
아바타 3D 스페셜에디션,1147344000,93094,146,1634,0
킬러스,2247975000,304330,543,15400,0
뮬란: 전사의 귀환,638875000,89512,242,5198,0
애프터 라이프,647050000,87817,186,4260,1
죽이고 싶은,925388500,124179,144,3711,0
해결사,13715683000,1824666,1950,56764,0
마루 밑 아리에티,7478455500,1041060,1153,27523,0
김복남 살인사건의 전말,967447000,123892,123,2629,0
시라노; 연애조작단,19683751000,2662315,2721,75170,1
퀴즈왕,4102238000,558668,1119,22264,0
무적자,11457556500,1520332,1493,42786,0
레지던트 이블 4: 끝나지 않은 전쟁 3D,14425662000,1180691,1208,36208,1
슈퍼  배드,9467732000,997452,1299,23250,0
그랑프리,1142083000,155886,450,10642,0
캣츠 앤 독스 2,738841700,99424,321,4167,1
먹고 기도하고 사랑하라,3438392000,467636,879,19852,0
방가? 방가!,6889091000,953934,1344,38822,0
적인걸: 측천무후의 비밀,3249176000,446561,833,21692,0
레터스 투 줄리엣,4023090000,548318,1017,26651,0
심야의 F.M.,9101073500,1193874,1703,49158,0
검우강호,2225611500,309910,884,19933,0
22 블렛,924202500,121544,468,10843,0
파라노말 액티비티 2,2545295500,354265,534,13151,0
월 스트리트: 머니 네버 슬립스,1663573500,227754,547,11986,0
참을 수 없는,375088000,49408,222,4876,0
부당거래,20964576500,2718589,2612,69287,0
가디언의 전설,2507672900,287638,709,13536,0
나탈리,1037504000,88295,391,8870,0
레드,3487447500,472341,862,21773,1
불량남녀,3488776500,472349,937,23446,0
데블,791327000,107433,359,9422,0
돌이킬 수 없는,439753000,60391,405,7966,0
대지진,341775000,48919,173,3038,0
초능력자,15249631000,2111567,1977,55796,0
언스토퍼블,3179655500,437784,840,20330,0
